day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;100700;KELP;2018;31;;;;;2021;31;;;;;2019.5;274.5703125
-1;100800;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;955.0
-1;100800;KELP;2018;35;;;;;2021;28;;;;;2019.5;279.1328125
-1;100900;KELP;2018;19;;;;;2021;27;;;;;2019.5;277.4375
-1;100900;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;955.0
-1;101000;KELP;2018;31;;;;;2021;30;;;;;2019.5;281.75
-1;101000;RAINFOREST_RESIN;9998;6;9995;30;;;10005;30;;;;;10001.5;955.0
-1;101100;RAINFOREST_RESIN;9998;4;9996;1;9995;21;10004;1;10005;21;;;10001.0;955.0
-1;101100;KELP;2019;5;2018;21;;;2022;22;;;;;2020.5;246.4453125
-1;101200;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;955.0
-1;101200;KELP;2019;25;;;;;2022;26;;;;;2020.5;234.9609375
-1;101300;KELP;2019;27;;;;;2022;27;;;;;2020.5;223.046875
-1;101300;RAINFOREST_RESIN;9996;1;9995;26;;;9998;2;10004;1;10005;26;9997.0;957.0
-1;101400;KELP;2019;22;;;;;2021;5;2022;22;;;2020.0;237.4375
-1;101400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;961.0
-1;101500;RAINFOREST_RESIN;10000;3;9996;2;9995;20;10004;2;10005;20;;;10002.0;961.0
-1;101500;KELP;2020;5;2018;22;;;2022;22;;;;;2021.0;249.953125
-1;101600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;963.0
-1;101600;KELP;2019;21;;;;;2022;27;;;;;2020.5;241.453125
-1;101700;KELP;2018;27;;;;;2022;27;;;;;2020.0;264.859375
-1;101700;RAINFOREST_RESIN;9998;1;9995;27;;;10005;27;;;;;10001.5;963.0
-1;101800;KELP;2018;26;;;;;2021;2;2022;24;;;2019.5;264.8359375
-1;101800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;963.0
-1;101900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;963.0
-1;101900;KELP;2018;23;;;;;2020;6;2022;23;;;2019.0;251.96875
-1;102000;RAINFOREST_RESIN;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;963.0
-1;102000;KELP;2018;30;;;;;2022;30;;;;;2020.0;249.6015625
-1;102100;KELP;2019;24;;;;;2022;24;;;;;2020.5;241.90625
-1;102100;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;965.0
-1;102200;KELP;2019;30;;;;;2021;7;2022;30;;;2020.0;236.2109375
-1;102200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;965.0
-1;102300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;967.0
-1;102300;KELP;2020;4;2019;1;2018;24;2022;25;;;;;2021.0;246.234375
-1;102400;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;967.0
-1;102400;KELP;2019;23;;;;;2022;23;;;;;2020.5;243.5390625
-1;102500;KELP;2019;29;;;;;2022;29;;;;;2020.5;239.2578125
-1;102500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;967.0
-1;102600;KELP;2018;25;;;;;2021;25;;;;;2019.5;270.8359375
-1;102600;RAINFOREST_RESIN;9998;9;9996;2;9995;23;10004;2;10005;23;;;10001.0;967.0
-1;102700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;967.0
-1;102700;KELP;2018;21;;;;;2022;21;;;;;2020.0;262.5625
-1;102800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;972.0
-1;102800;KELP;2018;28;;;;;2022;28;;;;;2020.0;257.7109375
-1;102900;KELP;2020;4;2019;4;2018;28;2021;1;2022;27;;;2020.5;263.234375
-1;102900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;972.0
-1;103000;KELP;2018;31;;;;;2020;4;2021;1;2022;30;2019.0;262.921875
-1;103000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;972.0
-1;103100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;972.0
-1;103100;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;259.875
-1;103200;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;972.0
-1;103200;KELP;2019;6;2018;27;;;2022;27;;;;;2020.5;260.9296875
-1;103300;KELP;2019;34;;;;;2022;26;;;;;2020.5;243.625
-1;103300;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;972.0
-1;103400;KELP;2018;32;;;;;2019;1;2020;5;2022;32;2018.5;251.3828125
-1;103400;RAINFOREST_RESIN;9998;9;9996;2;9995;30;10000;4;10004;2;10005;30;9999.0;972.0
-1;103500;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;972.0
-1;103500;KELP;2019;8;2018;28;;;2020;9;2022;28;;;2019.5;250.4921875
-1;103600;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;972.0
-1;103600;KELP;2018;27;;;;;2022;27;;;;;2020.0;250.375
-1;103700;KELP;2019;1;2018;24;;;2022;25;;;;;2020.5;245.4296875
-1;103700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;972.0
-1;103800;KELP;2018;26;;;;;2020;7;2022;26;;;2019.0;246.921875
-1;103800;RAINFOREST_RESIN;9998;5;9995;26;;;10005;26;;;;;10001.5;972.0
-1;103900;RAINFOREST_RESIN;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;972.0
-1;103900;KELP;2019;2;2018;22;;;2022;24;;;;;2020.5;247.9609375
-1;104000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;972.0
-1;104000;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;255.6484375
-1;104100;KELP;2019;28;;;;;2022;28;;;;;2020.5;229.4921875
-1;104100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;972.0
-1;104200;KELP;2019;23;;;;;2021;7;2022;24;;;2020.0;241.5234375
-1;104200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;972.0
-1;104300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;972.0
-1;104300;KELP;2019;21;;;;;2022;22;;;;;2020.5;223.984375
-1;104400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;972.0
-1;104400;KELP;2019;29;;;;;2022;29;;;;;2020.5;231.125
-1;104500;KELP;2019;26;;;;;2022;26;;;;;2020.5;236.9375
-1;104500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;972.0
-1;104600;KELP;2019;28;;;;;2022;27;;;;;2020.5;229.375
-1;104600;RAINFOREST_RESIN;9996;2;9995;25;;;10002;4;10004;2;10005;25;9999.0;972.0
-1;104700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;972.0
-1;104700;KELP;2019;32;;;;;2022;31;;;;;2020.5;232.28125
-1;104800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;974.0
-1;104800;KELP;2019;34;;;;;2022;28;;;;;2020.5;234.6015625
-1;104900;KELP;2019;26;;;;;2021;4;2022;26;;;2020.0;231.6328125
-1;104900;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;974.0
-1;105000;KELP;2018;21;;;;;2022;21;;;;;2020.0;249.8984375
-1;105000;RAINFOREST_RESIN;9995;21;;;;;10002;2;10005;21;;;9998.5;975.0
-1;105100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;975.0
-1;105100;KELP;2019;8;2018;32;;;2022;32;;;;;2020.5;250.8125
-1;105200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;975.0
-1;105200;KELP;2020;7;2018;26;;;2022;26;;;;;2021.0;259.359375
-1;105300;KELP;2020;1;2018;27;;;2021;27;;;;;2020.5;270.71875
-1;105300;RAINFOREST_RESIN;9996;2;9995;25;;;10002;9;10004;2;10005;25;9999.0;975.0
-1;105400;KELP;2018;30;;;;;2021;24;;;;;2019.5;273.7265625
-1;105400;RAINFOREST_RESIN;10002;1;9995;24;;;10005;24;;;;;10003.5;975.0
-1;105500;RAINFOREST_RESIN;9998;1;9995;28;;;10005;28;;;;;10001.5;977.0
-1;105500;KELP;2018;28;;;;;2020;2;2021;28;;;2019.0;277.9140625
-1;105600;RAINFOREST_RESIN;9998;8;9995;30;;;10005;30;;;;;10001.5;977.0
-1;105600;KELP;2020;1;2018;30;;;2021;30;;;;;2020.5;275.8125
-1;105700;KELP;2020;1;2018;1;2017;28;2021;29;;;;;2020.5;297.2734375
-1;105700;RAINFOREST_RESIN;9998;8;9996;1;9995;28;10004;1;10005;28;;;10001.0;977.0
-1;105800;KELP;2020;7;2018;28;;;2021;28;;;;;2020.5;284.1640625
-1;105800;RAINFOREST_RESIN;10002;3;9996;2;9995;26;10004;2;10005;26;;;10003.0;977.0
-1;105900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;983.0
-1;105900;KELP;2018;24;;;;;2021;24;;;;;2019.5;272.765625
-1;106000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;983.0
-1;106000;KELP;2018;18;;;;;2021;22;;;;;2019.5;275.7421875
-1;106100;KELP;2018;24;;;;;2020;7;2021;24;;;2019.0;277.84375
-1;106100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;983.0
-1;106200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;988.0
-1;106200;KELP;2018;23;;;;;2021;23;;;;;2019.5;283.28125
-1;106300;KELP;2018;32;;;;;2019;4;2021;28;;;2018.5;274.71875
-1;106300;RAINFOREST_RESIN;9996;2;9995;26;;;9998;2;10000;4;10004;2;9997.0;988.0
-1;106400;RAINFOREST_RESIN;9998;10;9996;1;9995;22;10000;6;10004;1;10005;22;9999.0;992.0
-1;106400;KELP;2018;23;;;;;2019;6;2020;8;2022;23;2018.5;260.46875
-1;106500;KELP;2018;20;;;;;2020;4;2022;20;;;2019.0;252.75
-1;106500;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;992.0
-1;106600;RAINFOREST_RESIN;9995;30;;;;;9998;4;10005;30;;;9996.5;997.0
-1;106600;KELP;2018;30;;;;;2020;6;2022;30;;;2019.0;253.3515625
-1;106700;KELP;2018;30;;;;;2022;30;;;;;2020.0;253.546875
-1;106700;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;1005.0
-1;106800;RAINFOREST_RESIN;10002;1;9998;9;9996;1;10004;1;10005;30;;;10003.0;1007.0
-1;106800;KELP;2019;3;2018;30;;;2022;31;;;;;2020.5;249.359375
-1;106900;KELP;2018;29;;;;;2022;29;;;;;2020.0;263.703125
-1;106900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;1009.0
-1;107000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1009.0
-1;107000;KELP;2018;26;;;;;2019;2;2022;26;;;2018.5;259.203125
-1;107100;KELP;2018;22;;;;;2022;22;;;;;2020.0;262.125
-1;107100;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;1009.0
-1;107200;RAINFOREST_RESIN;9998;1;9996;1;9995;24;10004;1;10005;24;;;10001.0;1011.0
-1;107200;KELP;2018;25;;;;;2020;2;2022;25;;;2019.0;256.53125
-1;107300;KELP;2018;25;;;;;2021;25;;;;;2019.5;272.28125
-1;107300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1011.0
-1;107400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1011.0
-1;107400;KELP;2019;6;2018;25;;;2022;25;;;;;2020.5;262.7578125
-1;107500;KELP;2018;25;;;;;2022;25;;;;;2020.0;265.390625
-1;107500;RAINFOREST_RESIN;9995;25;;;;;10002;5;10005;25;;;9998.5;1012.0
-1;107600;RAINFOREST_RESIN;9998;3;9996;1;9995;30;10004;1;10005;30;;;10001.0;1012.0
-1;107600;KELP;2018;31;;;;;2020;4;2021;31;;;2019.0;267.0703125
-1;107700;KELP;2018;24;;;;;2021;24;;;;;2019.5;293.2109375
-1;107700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1012.0
-1;107800;RAINFOREST_RESIN;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;1012.0
-1;107800;KELP;2018;22;;;;;2021;22;;;;;2019.5;291.125
-1;107900;KELP;2018;1;2017;28;;;2021;29;;;;;2019.5;295.4140625
-1;107900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;1012.0
-1;108000;RAINFOREST_RESIN;9996;1;9995;26;;;9998;11;10004;1;10005;26;9997.0;1012.0
-1;108000;KELP;2018;1;2017;26;;;2021;27;;;;;2019.5;294.7734375
-1;108100;KELP;2018;25;;;;;2021;25;;;;;2019.5;293.3359375
-1;108100;RAINFOREST_RESIN;9995;25;;;;;9998;1;10005;25;;;9996.5;1032.0
-1;108200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1034.0
-1;108200;KELP;2017;31;;;;;2019;1;2021;31;;;2018.0;303.2265625
-1;108300;KELP;2017;21;;;;;2021;21;;;;;2019.0;310.6640625
-1;108300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1034.0
-1;108400;RAINFOREST_RESIN;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;1034.0
-1;108400;KELP;2019;1;2017;26;;;2020;26;;;;;2019.5;336.5078125
-1;108500;KELP;2017;24;;;;;2020;25;;;;;2018.5;335.6640625
-1;108500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1034.0
-1;108600;RAINFOREST_RESIN;9996;1;9995;26;;;9998;4;10004;1;10005;26;9997.0;1034.0
-1;108600;KELP;2017;27;;;;;2020;27;;;;;2018.5;319.40625
-1;108700;KELP;2017;23;;;;;2020;23;;;;;2018.5;319.875
-1;108700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;1042.0
-1;108800;KELP;2017;20;;;;;2020;20;;;;;2018.5;325.5859375
-1;108800;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;1042.0
-1;108900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1042.0
-1;108900;KELP;2017;31;;;;;2021;31;;;;;2019.0;309.09375
-1;109000;RAINFOREST_RESIN;9995;20;;;;;10002;2;10005;20;;;9998.5;1042.0
-1;109000;KELP;2018;4;2017;20;;;2021;20;;;;;2019.5;312.0078125
-1;109100;KELP;2017;27;;;;;2019;5;2021;28;;;2018.0;307.9140625
-1;109100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1042.0
-1;109200;KELP;2017;27;;;;;2021;27;;;;;2019.0;308.140625
-1;109200;RAINFOREST_RESIN;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;1042.0
-1;109300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1042.0
-1;109300;KELP;2017;22;;;;;2020;21;;;;;2018.5;316.078125
-1;109400;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1042.0
-1;109400;KELP;2017;21;;;;;2021;21;;;;;2019.0;305.984375
-1;109500;KELP;2018;33;;;;;2021;30;;;;;2019.5;282.109375
-1;109500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1042.0
-1;109600;KELP;2018;29;;;;;2021;29;;;;;2019.5;268.84375
-1;109600;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;1042.0
-1;109700;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1044.0
-1;109700;KELP;2018;26;;;;;2021;27;;;;;2019.5;272.578125
-1;109800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;1044.0
-1;109800;KELP;2018;24;;;;;2021;24;;;;;2019.5;269.90625
-1;109900;KELP;2018;27;;;;;2021;27;;;;;2019.5;266.1640625
-1;109900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;1046.0
-1;110000;KELP;2018;22;;;;;2021;22;;;;;2019.5;266.9453125
-1;110000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1048.0
-1;110100;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1053.0
-1;110100;KELP;2018;23;;;;;2021;24;;;;;2019.5;270.1171875
-1;110200;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;1053.0
-1;110200;KELP;2018;20;;;;;2020;3;2021;20;;;2019.0;280.3671875
-1;110300;KELP;2018;22;;;;;2021;22;;;;;2019.5;273.6171875
-1;110300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1053.0
-1;110400;KELP;2018;23;;;;;2021;30;;;;;2019.5;269.296875
-1;110400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1053.0
-1;110500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1058.0
-1;110500;KELP;2018;21;;;;;2022;21;;;;;2020.0;262.4296875
-1;110600;RAINFOREST_RESIN;10002;8;9995;28;;;10005;28;;;;;10003.5;1058.0
-1;110600;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;264.921875
-1;110700;KELP;2020;3;2018;26;;;2021;2;2022;24;;;2020.5;265.2734375
-1;110700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;1074.0
-1;110800;KELP;2018;30;;;;;2022;30;;;;;2020.0;255.09375
-1;110800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1074.0
-1;110900;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;1074.0
-1;110900;KELP;2018;24;;;;;2022;24;;;;;2020.0;247.0859375
-1;111000;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;1074.0
-1;111000;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;235.2109375
-1;111100;KELP;2019;27;;;;;2022;27;;;;;2020.5;235.6796875
-1;111100;RAINFOREST_RESIN;9996;2;9995;25;;;9998;4;10004;2;10005;25;9997.0;1081.0
-1;111200;KELP;2019;22;;;;;2021;1;2022;22;;;2020.0;239.7734375
-1;111200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1089.0
-1;111300;RAINFOREST_RESIN;9996;1;9995;29;;;9998;3;10004;1;10005;29;9997.0;1089.0
-1;111300;KELP;2019;31;;;;;2022;30;;;;;2020.5;232.5078125
-1;111400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1095.0
-1;111400;KELP;2019;24;;;;;2022;24;;;;;2020.5;235.5625
-1;111500;KELP;2021;1;2019;28;;;2022;22;;;;;2021.5;236.4765625
-1;111500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1095.0
-1;111600;KELP;2019;39;;;;;2022;32;;;;;2020.5;239.015625
-1;111600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;1095.0
-1;111700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1095.0
-1;111700;KELP;2019;24;;;;;2022;22;;;;;2020.5;232.9609375
-1;111800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1095.0
-1;111800;KELP;2019;28;;;;;2022;22;;;;;2020.5;231.2578125
-1;111900;KELP;2019;22;;;;;2022;22;;;;;2020.5;240.953125
-1;111900;RAINFOREST_RESIN;9996;2;9995;20;;;10002;5;10004;2;10005;20;9999.0;1095.0
-1;112000;KELP;2018;26;;;;;2020;4;2021;26;;;2019.0;271.484375
-1;112000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1095.0
-1;112100;RAINFOREST_RESIN;9996;2;9995;20;;;9998;5;10002;7;10004;2;9997.0;1095.0
-1;112100;KELP;2018;22;;;;;2022;22;;;;;2020.0;256.8359375
-1;112200;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;1105.0
-1;112200;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;259.9375
-1;112300;KELP;2018;31;;;;;2021;26;;;;;2019.5;268.15625
-1;112300;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;1105.0
-1;112400;KELP;2018;29;;;;;2021;29;;;;;2019.5;268.84375
-1;112400;RAINFOREST_RESIN;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;1105.0
-1;112500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;3;10004;2;10005;21;9999.0;1105.0
-1;112500;KELP;2018;23;;;;;2021;23;;;;;2019.5;267.3359375
-1;112600;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1105.0
-1;112600;KELP;2018;30;;;;;2021;30;;;;;2019.5;268.5078125
-1;112700;KELP;2018;29;;;;;2021;29;;;;;2019.5;279.5703125
-1;112700;RAINFOREST_RESIN;9996;1;9995;28;;;10002;7;10004;1;10005;28;9999.0;1105.0
-1;112800;KELP;2018;29;;;;;2021;22;;;;;2019.5;279.671875
-1;112800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1105.0
-1;112900;RAINFOREST_RESIN;9998;1;9996;2;9995;20;10004;2;10005;20;;;10001.0;1105.0
-1;112900;KELP;2018;22;;;;;2021;22;;;;;2019.5;280.6328125
-1;113000;RAINFOREST_RESIN;10002;4;9996;1;9995;26;10004;1;10005;26;;;10003.0;1105.0
-1;113000;KELP;2018;27;;;;;2020;4;2021;27;;;2019.0;283.1640625
-1;113100;KELP;2018;21;;;;;2021;21;;;;;2019.5;269.578125
-1;113100;RAINFOREST_RESIN;9998;3;9996;1;9995;20;10004;1;10005;20;;;10001.0;1113.0
-1;113200;KELP;2018;38;;;;;2021;31;;;;;2019.5;289.578125
-1;113200;RAINFOREST_RESIN;9996;2;9995;29;;;10002;10;10004;2;10005;29;9999.0;1113.0
-1;113300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1113.0
-1;113300;KELP;2018;17;;;;;2021;22;;;;;2019.5;286.2109375
-1;113400;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1113.0
-1;113400;KELP;2018;21;;;;;2021;21;;;;;2019.5;287.5625
-1;113500;KELP;2018;21;;;;;2021;21;;;;;2019.5;285.015625
-1;113500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1113.0
-1;113600;KELP;2018;25;;;;;2021;25;;;;;2019.5;291.265625
-1;113600;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1113.0
-1;113700;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1113.0
-1;113700;KELP;2018;6;2017;21;;;2021;21;;;;;2019.5;300.9921875
-1;113800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;1113.0
-1;113800;KELP;2017;24;;;;;2021;24;;;;;2019.0;301.9140625
-1;113900;KELP;2017;29;;;;;2021;29;;;;;2019.0;300.859375
-1;113900;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;1117.0
-1;114000;KELP;2017;30;;;;;2020;2;2021;28;;;2018.5;314.6640625
-1;114000;RAINFOREST_RESIN;9996;2;9995;28;;;9998;11;10004;2;10005;28;9997.0;1117.0
-1;114100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;1137.0
-1;114100;KELP;2020;1;2018;3;2017;32;2021;32;;;;;2020.5;302.96875
-1;114200;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1137.0
-1;114200;KELP;2017;25;;;;;2021;25;;;;;2019.0;299.484375
-1;114300;KELP;2018;30;;;;;2021;29;;;;;2019.5;280.125
-1;114300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1137.0
-1;114400;KELP;2018;28;;;;;2021;28;;;;;2019.5;270.1640625
-1;114400;RAINFOREST_RESIN;9995;28;;;;;10002;2;10005;28;;;9998.5;1137.0
-1;114500;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;1142.0
-1;114500;KELP;2018;31;;;;;2021;30;;;;;2019.5;278.3046875
-1;114600;RAINFOREST_RESIN;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;1142.0
-1;114600;KELP;2018;26;;;;;2021;26;;;;;2019.5;277.78125
-1;114700;KELP;2018;34;;;;;2021;28;;;;;2019.5;272.09375
-1;114700;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1144.0
-1;114800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1144.0
-1;114800;KELP;2018;26;;;;;2021;26;;;;;2019.5;268.1015625
-1;114900;KELP;2018;21;;;;;2021;21;;;;;2019.5;269.96875
-1;114900;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1144.0
-1;115000;RAINFOREST_RESIN;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;1144.0
-1;115000;KELP;2018;32;;;;;2021;26;;;;;2019.5;266.6875
-1;115100;KELP;2020;1;2019;8;2018;25;2022;25;;;;;2021.0;260.015625
-1;115100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1144.0
-1;115200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1144.0
-1;115200;KELP;2018;21;;;;;2022;21;;;;;2020.0;262.8671875
-1;115300;KELP;2019;5;2018;28;;;2022;28;;;;;2020.5;264.390625
-1;115300;RAINFOREST_RESIN;9995;28;;;;;9998;1;10002;10;10005;28;9996.5;1144.0
-1;115400;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;1146.0
-1;115400;KELP;2018;24;;;;;2022;24;;;;;2020.0;260.2734375
-1;115500;KELP;2018;26;;;;;2022;26;;;;;2020.0;257.71875
-1;115500;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1146.0
-1;115600;RAINFOREST_RESIN;9998;8;9996;2;9995;27;10004;2;10005;27;;;10001.0;1146.0
-1;115600;KELP;2018;33;;;;;2021;29;;;;;2019.5;266.4765625
-1;115700;KELP;2020;1;2018;25;;;2021;25;;;;;2020.5;268.0390625
-1;115700;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1146.0
-1;115800;RAINFOREST_RESIN;9998;9;9996;2;9995;22;10004;2;10005;22;;;10001.0;1146.0
